,qseqid,sseqid,length,qcovs,qcovhsp,pident,mismatch,qlen,slen,near_end,blast_minloc,blast_maxloc,contig_base
0,PAMFGBLK_02162-group_248,gnl|Prokka|GBBPOGPE_4,4626,100,100,100.0,0,4626,246883,False,52222,56847,GBBPOGPE
1,PAMFGBLK_02162-group_248,gnl|Prokka|BMMJKCBF_4,4626,100,100,100.0,0,4626,246783,False,189987,194612,BMMJKCBF
2,PAMFGBLK_02162-group_248,gnl|Prokka|MMJABNBA_3,4626,100,100,100.0,0,4626,246883,False,52222,56847,MMJABNBA
3,PAMFGBLK_02162-group_248,gnl|Prokka|CEDFHDAC_3,4626,100,100,100.0,0,4626,246883,False,52222,56847,CEDFHDAC
4,PAMFGBLK_02162-group_248,gnl|Prokka|IKFNDKII_4,4626,100,100,100.0,0,4626,246883,False,190037,194662,IKFNDKII
5,PAMFGBLK_02162-group_248,gnl|Prokka|LBDHDIEL_3,4626,100,100,100.0,0,4626,246883,False,190037,194662,LBDHDIEL
6,PAMFGBLK_02162-group_248,gnl|Prokka|JOAPJEAM_4,4626,100,100,100.0,0,4626,246783,False,189987,194612,JOAPJEAM
7,PAMFGBLK_02162-group_248,gnl|Prokka|FPKGKNKN_3,4626,100,100,100.0,0,4626,246883,False,52222,56847,FPKGKNKN
8,PAMFGBLK_02162-group_248,gnl|Prokka|FCEGDBKI_4,4626,100,100,100.0,0,4626,246783,False,189987,194612,FCEGDBKI
9,PAMFGBLK_02162-group_248,gnl|Prokka|KBNIBELJ_3,4626,100,100,100.0,0,4626,246883,False,52222,56847,KBNIBELJ
10,PAMFGBLK_02162-group_248,gnl|Prokka|APCIAEPG_4,4626,100,100,100.0,0,4626,246892,False,190046,194671,APCIAEPG
11,PAMFGBLK_02162-group_248,gnl|Prokka|JOOFDAOI_3,4626,100,100,100.0,0,4626,246883,False,52222,56847,JOOFDAOI
12,PAMFGBLK_02162-group_248,gnl|Prokka|MDFAMIAB_3,4626,100,100,100.0,0,4626,246844,False,52198,56823,MDFAMIAB
13,PAMFGBLK_02162-group_248,gnl|Prokka|FMGAIFPB_4,4626,100,100,100.0,0,4626,246882,False,190037,194662,FMGAIFPB
14,PAMFGBLK_02162-group_248,gnl|Prokka|PCIFMGLE_4,4626,100,100,100.0,0,4626,246833,False,52222,56847,PCIFMGLE
15,PAMFGBLK_02162-group_248,gnl|Prokka|ENFGGMNG_3,4626,100,100,100.0,0,4626,246871,False,190025,194650,ENFGGMNG
