100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_3300007311_000011|3300007311|Ga0104929_100044	100.000	32	0	0	1	32	12333	12302	7.56e-08	60.2	32	46839
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_3300006486_000006|3300006486|Ga0100251_100047	100.000	32	0	0	1	32	12329	12298	7.56e-08	60.2	32	45948
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_3300012420_000004|3300012420|Ga0118463_10012	100.000	32	0	0	1	32	920	889	7.56e-08	60.2	32	16173
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_3300001511_000007|3300001511|M534_100096	100.000	32	0	0	1	32	3222	3253	7.56e-08	60.2	32	14623
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_3300008668_000005|3300008668|Ga0111494_100052	100.000	32	0	0	1	32	33280	33311	7.56e-08	60.2	32	45616
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_3300007307_000010|3300007307|Ga0104924_10088	100.000	32	0	0	1	32	32408	32439	7.56e-08	60.2	32	45372
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_7000000066_000003|7000000066|C48985	100.000	32	0	0	1	32	5177	5146	7.56e-08	60.2	32	8370
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_3300001506_000007|3300001506|M534_100023	100.000	32	0	0	1	32	3222	3253	7.56e-08	60.2	32	14623
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_3300013454_000004|3300013454|Ga0118466_10033	100.000	32	0	0	1	32	6973	6942	7.56e-08	60.2	32	12636
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_3300013611_000001|3300013611|Ga0118232_10007	100.000	32	0	0	1	32	27995	28026	7.56e-08	60.2	32	34928
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_3300007785_000002|3300007785|Ga0105782_100009	100.000	32	0	0	1	32	29993	30024	7.56e-08	60.2	32	39821
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_3300012547_000005|3300012547|Ga0118467_100008	100.000	32	0	0	1	32	5705	5736	7.56e-08	60.2	32	14028
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_3300006491_000003|3300006491|Ga0100376_10004	100.000	32	0	0	1	32	31795	31826	7.56e-08	60.2	32	43224
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_3300012287_000001|3300012287|Ga0118054_10004	100.000	32	0	0	1	32	876	845	7.56e-08	60.2	32	18858
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_3300008718_000001|3300008718|Ga0115611_100024	100.000	32	0	0	1	32	25596	25627	7.56e-08	60.2	32	33426
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_2718217930_000001|2718217930|2718228246	100.000	32	0	0	1	32	33684	33653	7.56e-08	60.2	32	77702
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_2917719114_000001|2917719114|2917719123	100.000	32	0	0	1	32	40578	40547	7.56e-08	60.2	32	81624
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_2917716410_000003|2917716410|2917716418	100.000	32	0	0	1	32	1270	1301	7.56e-08	60.2	32	11702
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_2529293281_000001|2529293281|2529424385	100.000	32	0	0	1	32	2398	2429	7.56e-08	60.2	32	10019
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_2874055179_000001|2874055179|2874055179	100.000	32	0	0	1	32	19066	19035	7.56e-08	60.2	32	53137
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_2531839422_000003|2531839422|2531896578	100.000	32	0	0	1	32	11034	11065	7.56e-08	60.2	32	26040
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_2869088689_000001|2869088689|2869088692	100.000	32	0	0	1	32	37743	37712	7.56e-08	60.2	32	79198
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_2531839621_000001|2531839621|2531924031	100.000	32	0	0	1	32	39413	39382	7.56e-08	60.2	32	41775
100	100	unknown_CRISPR_type(1E)_7	IMGPR_plasmid_641380427_000001|641380427|641380579	100.000	32	0	0	1	32	12159	12128	7.56e-08	60.2	32	40142
100	100	unknown_CRISPR_type(1E)_22	IMGPR_plasmid_3300008617_000009|3300008617|Ga0115612_100178	100.000	33	0	0	1	33	3901	3933	2.45e-08	62.1	33	28174
100	100	unknown_CRISPR_type(1E)_22	IMGPR_plasmid_3300012558_000001|3300012558|Ga0118494_100163	100.000	33	0	0	1	33	3786	3818	2.45e-08	62.1	33	5044
100	100	unknown_CRISPR_type(1E)_22	IMGPR_plasmid_3300007131_000034|3300007131|Ga0102586_10263	100.000	33	0	0	1	33	18533	18501	2.45e-08	62.1	33	21032
100	100	unknown_CRISPR_type(1E)_22	IMGPR_plasmid_3300012214_000003|3300012214|Ga0118456_10015	100.000	33	0	0	1	33	21504	21536	2.45e-08	62.1	33	31807
100	100	unknown_CRISPR_type(1E)_22	IMGPR_plasmid_3300020613_000062|3300020613|Ga0213760_10000236	100.000	33	0	0	1	33	20738	20770	2.45e-08	62.1	33	27360
100	100	unknown_CRISPR_type(1E)_22	IMGPR_plasmid_3300013915_000001|3300013915|Ga0118540_100029	100.000	33	0	0	1	33	1259	1227	2.45e-08	62.1	33	28667
100	100	unknown_CRISPR_type(1E)_22	IMGPR_plasmid_3300013330_000003|3300013330|Ga0118298_100016	100.000	33	0	0	1	33	16520	16552	2.45e-08	62.1	33	26957
100	100	unknown_CRISPR_type(1E)_22	IMGPR_plasmid_3300013435_000002|3300013435|Ga0118454_100059	100.000	33	0	0	1	33	1372	1340	2.45e-08	62.1	33	15984
100	100	unknown_CRISPR_type(1E)_22	IMGPR_plasmid_3300011537_000003|3300011537|Ga0118460_100020	100.000	33	0	0	1	33	5433	5401	2.45e-08	62.1	33	23223
100	100	unknown_CRISPR_type(1E)_22	IMGPR_plasmid_3300013211_000001|3300013211|Ga0118488_100083	100.000	33	0	0	1	33	9091	9123	2.45e-08	62.1	33	10826
100	100	unknown_CRISPR_type(1E)_22	IMGPR_plasmid_3300006288_000010|3300006288|Ga0099612_100266	100.000	33	0	0	1	33	1738	1706	2.45e-08	62.1	33	9902
100	100	unknown_CRISPR_type(1E)_22	IMGPR_plasmid_3300012328_000004|3300012328|Ga0118049_100026	100.000	33	0	0	1	33	5432	5400	2.45e-08	62.1	33	17682
100	100	unknown_CRISPR_type(1E)_22	IMGPR_plasmid_3300013607_000001|3300013607|Ga0118314_10024	100.000	33	0	0	1	33	1683	1651	2.45e-08	62.1	33	7516
100	100	unknown_CRISPR_type(1E)_22	IMGPR_plasmid_3300013583_000001|3300013583|Ga0118492_10022	100.000	33	0	0	1	33	10769	10737	2.45e-08	62.1	33	28586
